Clone_ID,Gene,Ensembl_Gene,UniGene,EntrezGene,GenBank Acc.,Ensembl* Chr,Start (bp),End (bp),Strand,Clone_ID
IMAGE:772437,PHLDB1,ENSG00000019144,Hs.504062,23187,AA405636,11,117982423,118033951,1,IMAGE:772437
IMAGE:729957,MKKS,ENSG00000125863,Hs.472119,8195,AA399076,20,10333839,10362866,-1,IMAGE:729957
IMAGE:344721,,,Hs.549665,0,W74779,chr5,151309324,151630202,+,IMAGE:344721
IMAGE:796275,,,Hs.498463,0,BX098209,chr15,93777331,93852090,+,IMAGE:796275
IMAGE:1031561,PPAPDC1A,ENSG00000203805,Hs.40479,196051,CR743508,10,122206456,122339357,1,IMAGE:1031561
IMAGE:1031509,,,Hs.112674,0,BX095557,chr4,59535499,59536431,-,IMAGE:1031509
IMAGE:284620,TNXB,ENSG00000168477|ENSG00000206258,Hs.485104,7148,N77388,c6_CO,32104633,32172863,-1,IMAGE:284620
IMAGE:811783,,,Hs.23871,0,AA443022,chr5,178470459,178473342,-,IMAGE:811783
IMAGE:666324,,,Hs.659225,0,AA232200,,,,,IMAGE:666324
IMAGE:222006,VPS13A,ENSG00000197969,Hs.459790,23230,BX111825,9,78982181,79222219,1,IMAGE:222006
IMAGE:288983,PI16,ENSG00000164530,Hs.25391,221476,N59816,6,37030187,37040589,1,IMAGE:288983
IMAGE:379920,TK1,ENSG00000167900,Hs.515122,7083,AA778098,17,73681776,73694726,-1,IMAGE:379920
IMAGE:812033,GPC1,ENSG00000063660,Hs.328232,2817,AA455896,2,241023788,241056168,1,IMAGE:812033
IMAGE:119914,LOC23117,ENSG00000137634|ENSG00000198064,Hs.632865,23117,T94642,16,22410563,22455207,1,IMAGE:119914
IMAGE:110585,,,Hs.656120,0,T90201,,,,,IMAGE:110585
IMAGE:120973,,,Hs.656268,0,T96215,,,,,IMAGE:120973
IMAGE:200545,LOC728723,,Hs.161338,728723,R99145,chr5,76470829,76480104,+,IMAGE:200545
IMAGE:126438,,, ,, ,,,,,IMAGE:126438
IMAGE:429353,VRK1,ENSG00000100749,Hs.422662,7443,AA007521,14,96333437,96417703,1,IMAGE:429353
IMAGE:376574,F2RL2,ENSG00000164220,Hs.42502,2151,AA041482,5,75947064,75954996,-1,IMAGE:376574
IMAGE:50614,SNW1,ENSG00000100603|ENSG00000142405,Hs.546550,22938,H17512,19,58988669,59019460,-1,IMAGE:50614
IMAGE:487437,,,Hs.668936,0,AA043412,,,,,IMAGE:487437
IMAGE:431908,NUBP1,ENSG00000103274,Hs.81469,4682,AA678139,16,10745199,10770709,1,IMAGE:431908
IMAGE:279172,AQP4,ENSG00000106992|ENSG00000171885,Hs.315369,361,N46843,18,22686008,22699714,-1,IMAGE:279172
IMAGE:47225,MAN2B2,,Hs.188464,23324,H11269,chr4,6627842,6675029,+,IMAGE:47225
IMAGE:842848,NEDD4L,ENSG00000049759,Hs.185677,23327,AA489302,18,53862778,54216369,1,IMAGE:842848
IMAGE:757234,,,Hs.28773,0,BX115183,,,,,IMAGE:757234
IMAGE:346897,,,Hs.58429,0,BX092651,chr8,101994750,101995283,+,IMAGE:346897
IMAGE:279656,,,Hs.102607,0,BX095719,chr5,151178976,151179404,-,IMAGE:279656
IMAGE:1031688,,,Hs.112720,0,BX103328,chr18,71008700,71009231,+,IMAGE:1031688
IMAGE:1031562,,,Hs.112679,0,BX093187,chr7,47157545,47158035,-,IMAGE:1031562
IMAGE:195712,CYP2C9,ENSG00000138109,Hs.282624,1559,BX095470,10,96688430,96739137,1,IMAGE:195712
IMAGE:811803,FBXW4,,Hs.500822,6468,AA463476,chr10,103401828,103409132,-,IMAGE:811803
IMAGE:666349,MUT,ENSG00000146085|ENSG00000164082,Hs.485527,4594,AA232707,3,51716148,51727663,1,IMAGE:666349
IMAGE:190321,GNGT2,,Hs.181781,2793,H29994,chr17,44638854,44639779,-,IMAGE:190321
IMAGE:324655,IL1B,ENSG00000125538,Hs.126256,3553,BX108825,2,113303808,113310827,-1,IMAGE:324655
IMAGE:415613,,,Hs.432914,0,W78840,chr11,12511399,12513451,+,IMAGE:415613
IMAGE:1410444,AREG,ENSG00000109321|ENSG00000205595,Hs.270833,374,AA857163,4,75699863,75709510,1,IMAGE:1410444
IMAGE:40299,GDF10,ENSG00000107623,Hs.2171,2662,R52085,10,48045791,48059172,-1,IMAGE:40299
IMAGE:128738,TCEA3,ENSG00000204219,Hs.446354,6920,R09980,1,23579510,23623848,-1,IMAGE:128738
IMAGE:121977,ABCG5,ENSG00000138075,Hs.132992,64240,BX092855,2,43893115,43919462,-1,IMAGE:121977
IMAGE:241658,,, ,, ,,,,,IMAGE:241658
IMAGE:109483,,,Hs.655896,0,BX119454,,,,,IMAGE:109483
IMAGE:111829,,, ,, ,,,,,IMAGE:111829
IMAGE:269288,FLJ43080,ENSG00000186952,Hs.535781,642987,N26663,5,109931539,109989052,-1,IMAGE:269288
IMAGE:241826,HMGN2,ENSG00000198830,Hs.181163,3151,H93087,1,26671593,26675718,1,IMAGE:241826
IMAGE:203008,NUDT15,ENSG00000136159,Hs.144407,55270,H54262,13,47509704,47519283,1,IMAGE:203008
IMAGE:744917,NINJ1,ENSG00000131669,Hs.494457,4814,AA625806,9,94923601,94936391,-1,IMAGE:744917
IMAGE:212188,APOH,ENSG00000091583,Hs.445358,350,H69148,17,61638614,61655992,-1,IMAGE:212188
IMAGE:40893,SV2B,ENSG00000185518,Hs.592018,9899,R56194,15,89444519,89645543,1,IMAGE:40893
IMAGE:782611,FOXK1,ENSG00000164916,Hs.705471,221937,CR738836,7,4688456,4777600,1,IMAGE:782611
IMAGE:841176,,,Hs.595341,0,AA486607,chr5,177486060,177486605,+,IMAGE:841176
IMAGE:417473,GNAS,ENSG00000087460|ENSG00000213705,Hs.125898,2778,W88587,20,56848168,56919644,1,IMAGE:417473
IMAGE:281614,,,Hs.530171,0,BX106533,chr8,43101049,43105062,+,IMAGE:281614
IMAGE:1031731,,,Hs.664008,0,BX112452,,,,,IMAGE:1031731
IMAGE:1031551,,,Hs.545742,0,AA609295,chr9,75994893,75995284,-,IMAGE:1031551
IMAGE:85561,CYP2A6,ENSG00000159228|ENSG00000213052,Hs.439056,1548,T73031,19,46041284,46048180,-1,IMAGE:85561
IMAGE:811819,CD47,ENSG00000196776,Hs.446414,961,AA443174,3,109244631,109292629,-1,IMAGE:811819
IMAGE:666371,THBS1,ENSG00000150527,Hs.164226,7057,AA232789,14,38804247,38925907,1,IMAGE:666371
IMAGE:249070,MTHFD1L,,Hs.591343,25902,H80063,chr6,151238071,151464714,+,IMAGE:249070
IMAGE:290234,ITGAX,ENSG00000102678,Hs.248472,3687,N92181,13,21143875,21174187,1,IMAGE:290234
IMAGE:399318,CSNK2B,ENSG00000204435|ENSG00000206300|ENSG00000206406,Hs.73527,1460,AA774638,c6_QB,31766112,31774422,1,IMAGE:399318
IMAGE:1475659,PRSS8,ENSG00000052344,Hs.75799,5652,AA872020,16,31050255,31054320,-1,IMAGE:1475659
IMAGE:40562,SGCB,ENSG00000163069,Hs.438953,6443,R55105,4,52581629,52599203,-1,IMAGE:40562
IMAGE:206907,MEG3,,Hs.525589,55384,R98921,chr22,26575384,26577447,-,IMAGE:206907
IMAGE:121558,KIAA0232,ENSG00000169213|ENSG00000170871,Hs.79276,9778,BX104654,4,6835368,6936791,1,IMAGE:121558
IMAGE:201229,,, ,, ,,,,,IMAGE:201229
IMAGE:112896,,,Hs.655816,0,T75517,,,,,IMAGE:112896
IMAGE:415904,,, ,, ,,,,,IMAGE:415904
IMAGE:291091,ARMCX6,ENSG00000198960,Hs.83530,54470,W03488,X,100756772,100759647,-1,IMAGE:291091
IMAGE:173674,NPTX1,,Hs.514556,4884,BX110854,chr17,76055534,76056166,-,IMAGE:173674
IMAGE:204478,DQX1,ENSG00000144045,Hs.191705,165545,BX104458,2,74598766,74606826,-1,IMAGE:204478
IMAGE:161998,NPAS2,ENSG00000170485,Hs.156832,4862,H26182,2,100803039,100979719,1,IMAGE:161998
IMAGE:786680,ANXA5,ENSG00000164111,Hs.658778,308,AA451895,4,122808598,122837626,-1,IMAGE:786680
IMAGE:25194,RAB27B,ENSG00000041353,Hs.25318,5874,BX102329,18,50646706,50708124,1,IMAGE:25194
IMAGE:289945,PSIP1,ENSG00000164985,Hs.658434,11168,N64617,9,15454067,15500989,-1,IMAGE:289945
IMAGE:838446,CYBRD1,ENSG00000071967,Hs.221941,79901,AA457594,2,172087229,172122883,1,IMAGE:838446
IMAGE:417715,,,Hs.660266,0,W88693,,,,,IMAGE:417715
IMAGE:280633,psiTPTE22,,Hs.474116,387590,BX099128,chr22,15462933,15514699,+,IMAGE:280633
IMAGE:1031741,,,Hs.664009,0,BX102251,,,,,IMAGE:1031741
IMAGE:1031588,,, ,, ,,,,,IMAGE:1031588
IMAGE:810321,CARS,ENSG00000165629,Hs.274873,833,AA464147,10,7870099,7889761,1,IMAGE:810321
IMAGE:811828,RHEB,ENSG00000100385|ENSG00000106615,Hs.647068,6009,AA463625,7,150794032,150847943,-1,IMAGE:811828
IMAGE:135975,DSP,ENSG00000096696,Hs.519873,1832,R33557,6,7486869,7531945,1,IMAGE:135975
IMAGE:249517,LOC642236,ENSG00000109536,Hs.657301,642236,H85243,4,191098968,191121352,1,IMAGE:249517
IMAGE:141972,STT3A,ENSG00000115641|ENSG00000134910,Hs.504237,3703,R68909,11,124967963,124996478,1,IMAGE:141972
IMAGE:399532,POLR1C,ENSG00000041357,Hs.584839,9533,AA733038,15,76619824,76628591,1,IMAGE:399532
IMAGE:1475797,SMARCC1,ENSG00000173473,Hs.476179,6599,AA872122,3,47602391,47798410,-1,IMAGE:1475797
IMAGE:789382,NOTCH4,ENSG00000140287|ENSG00000204301,Hs.436100,4855,AA453338,6,32270599,32299822,-1,IMAGE:789382
IMAGE:235056,ACD,ENSG00000102977,Hs.78019,65057,H79142,16,66248937,66252147,-1,IMAGE:235056
IMAGE:127625,,, ,, ,,,,,IMAGE:127625
IMAGE:201314,,, ,, ,,,,,IMAGE:201314
IMAGE:129541,BEAN,,Hs.97805,146227,R14880,chr16,65018119,65074240,+,IMAGE:129541
IMAGE:281483,hCG_40738,ENSG00000187605,Hs.516107,200424,N53192,2,74127795,74183203,1,IMAGE:281483
IMAGE:299404,LRRC28,ENSG00000168904,Hs.578684,123355,W05392,15,97609175,97744019,1,IMAGE:299404
IMAGE:190887,MYD88,ENSG00000172936,Hs.82116,4615,BX115764,3,38155009,38159517,1,IMAGE:190887
IMAGE:230016,,,Hs.593390,0,H71320,,,,,IMAGE:230016
IMAGE:447365,MYO9B,ENSG00000099331,Hs.123198,4650,AA702663,19,17073466,17185093,1,IMAGE:447365
IMAGE:853687,AGL,ENSG00000162688,Hs.904,178,AA668425,1,100088228,100162167,1,IMAGE:853687
IMAGE:46197,WWC1,ENSG00000113645,Hs.484047,23286,H09245,5,167651670,167829334,1,IMAGE:46197
IMAGE:743306,DDX51,ENSG00000185163,Hs.445168,317781,AA400534,12,131189005,131194806,-1,IMAGE:743306
IMAGE:839580,MLSTD1,ENSG00000064763,Hs.298851,55711,AA489804,12,29267865,29378272,1,IMAGE:839580
IMAGE:417800,,,Hs.59203,0,BX093269,chr7,20223733,20227840,+,IMAGE:417800
IMAGE:290566,C9orf102,ENSG00000204330,Hs.632686,56959,CR746213,9,97724505,97815306,1,IMAGE:290566
IMAGE:1031791,FLJ12993,,Hs.507676,441027,BX103325,chr4,83623983,83630417,-,IMAGE:1031791
IMAGE:1031598,,,Hs.523969,0,AA609474,chr11,91605295,91615169,+,IMAGE:1031598
IMAGE:531739,HAPLN1,ENSG00000145681,Hs.591758,1404,AA115902,5,82972502,83052454,-1,IMAGE:531739
IMAGE:785980,,ENSG00000157341|ENSG00000185710,Hs.640543,0,CR739111,16,21822947,21837978,-1,IMAGE:785980
IMAGE:136070,,,Hs.653847,0,R34273,,,,,IMAGE:136070
IMAGE:250822,,,Hs.593514,0,H96095,chr10,89501947,89503009,-,IMAGE:250822
IMAGE:859422,NR2F6,ENSG00000155962,Hs.466148,2063,AA666180,X,154158720,154217180,-1,IMAGE:859422
IMAGE:430848,KIAA0562,ENSG00000116198,Hs.509017,9731,AA678196,1,3721204,3763657,-1,IMAGE:430848
IMAGE:1323328,PTHR1,,Hs.1019,5745,AA872602,chr3,46909290,46911554,+,IMAGE:1323328
IMAGE:950578,NDUFA5,ENSG00000128609,Hs.651219,4698,AA608515,7,122968319,122985194,-1,IMAGE:950578
IMAGE:897901,,,Hs.705478,0,AA598659,,,,,IMAGE:897901
IMAGE:121736,,,Hs.676455,0,BX116337,,,,,IMAGE:121736
IMAGE:202353,,,Hs.658462,0,H53154,,,,,IMAGE:202353
IMAGE:244202,C7orf42,ENSG00000106609,Hs.488478,55069,N52973,7,66023646,66060973,1,IMAGE:244202
IMAGE:417327,ARFGEF1,ENSG00000066777,Hs.656902,10565,W89187,8,68272451,68418466,-1,IMAGE:417327
IMAGE:771053,ZNF350,ENSG00000171032,Hs.407694,59348,AA430718,19,57159406,57181891,-1,IMAGE:771053
IMAGE:202577,HNMT,ENSG00000078401|ENSG00000150540,Hs.42151,3176,H53275,2,138438278,138490403,1,IMAGE:202577
IMAGE:240109,RDH11,,Hs.226007,51109,H82421,chr14,67213862,67229321,-,IMAGE:240109
IMAGE:781139,ABCC3,ENSG00000108846,Hs.463421,8714,AA429895,17,46067227,46124061,1,IMAGE:781139
IMAGE:82195,SERPINF2,ENSG00000167711,Hs.159509,5345,T68934,17,1593070,1605310,1,IMAGE:82195
IMAGE:46921,,,Hs.657221,0,H10228,,,,,IMAGE:46921
IMAGE:843328,DUSP12,ENSG00000081721,Hs.416216,11266,AA485951,1,159986184,159993573,1,IMAGE:843328
IMAGE:328821,CFC1,ENSG00000136698,Hs.595719,55997,W45499,2,131066823,131073721,-1,IMAGE:328821
IMAGE:418337,,,Hs.597782,0,W92715,chr11,111062675,111063072,+,IMAGE:418337
IMAGE:796711,COL11A1,ENSG00000060718|ENSG00000159079,Hs.523446,1301,AA460876,21,32895848,32906789,-1,IMAGE:796711
IMAGE:1031820,C10orf82,ENSG00000165863,Hs.121347,143379,AA609666,10,118413198,118419471,-1,IMAGE:1031820
IMAGE:43844,LOC285014,,Hs.531247,285014,BX116613,chr2,95444482,95446072,+,IMAGE:43844
IMAGE:51865,CA2,,Hs.155097,760,H23302,chr8,86578696,86580973,+,IMAGE:51865
IMAGE:786053,RBM33,ENSG00000184863,Hs.591815,155435,AA448749,7,155129906,155266934,1,IMAGE:786053
IMAGE:136260,IMMP2L,ENSG00000184903,Hs.655722,83943,R33763,7,110090346,110948739,-1,IMAGE:136260
IMAGE:250014,C1orf149,ENSG00000163875,Hs.17118,64769,H99058,1,37724502,37752962,-1,IMAGE:250014
IMAGE:510571,TLE3,ENSG00000183214,Hs.287362,7090,AA057738,c6_QB,31500463,31516090,1,IMAGE:510571
IMAGE:416434,PHLPP,ENSG00000142528,Hs.465337,23239,W86822,19,55221024,55243841,1,IMAGE:416434
IMAGE:162533,,,Hs.592614,0,H27986,chr1,87578353,87583668,-,IMAGE:162533
IMAGE:72778,CASP7,ENSG00000116459|ENSG00000165806,Hs.9216,840,T50675,10,115428925,115480652,1,IMAGE:72778
IMAGE:245426,RANBP2,ENSG00000153201,Hs.590897,5903,N77205,2,108702369,108767683,1,IMAGE:245426
IMAGE:121770,SCYL1BP1,ENSG00000120370,Hs.183702,92344,CR740958,1,168767894,168789208,1,IMAGE:121770
IMAGE:246792,,,Hs.658627,0,N59075,,,,,IMAGE:246792
IMAGE:415264,GCET2,ENSG00000174500,Hs.49614,257144,CR744961,3,113322382,113336480,-1,IMAGE:415264
IMAGE:301995,SORBS2,ENSG00000154556,Hs.655143,8470,W17232,4,186743592,187114516,-1,IMAGE:301995
IMAGE:302035,,, ,, ,,,,,IMAGE:302035
IMAGE:723986,C9orf97,ENSG00000136925,Hs.404289,158427,AA410680,9,99402183,99435783,-1,IMAGE:723986
IMAGE:309929,GPR176,ENSG00000166073,Hs.37196,11245,N95435,15,37880223,38000385,-1,IMAGE:309929
IMAGE:309932,SNX9,ENSG00000130340,Hs.191213,51429,N95433,6,158164282,158286097,1,IMAGE:309932
IMAGE:755630,ALOX12P2,,Hs.378695,245,AA419264,chr17,6697903,6746235,+,IMAGE:755630
IMAGE:73786,,,Hs.9585,0,T54751,chr2,24079415,24081312,+,IMAGE:73786
IMAGE:898044,CPXM1,ENSG00000088882,Hs.659346,56265,AA598945,20,2722715,2729282,-1,IMAGE:898044
IMAGE:67735,SPTLC1,ENSG00000090054,Hs.90458,10558,T49633,9,93833248,93917511,-1,IMAGE:67735
IMAGE:282942,PDE11A,ENSG00000128655,Hs.570273,50940,BX107983,2,178196225,178681312,-1,IMAGE:282942
IMAGE:609950,,, ,, ,,,,,IMAGE:609950
IMAGE:324844,MFN1,ENSG00000171109,Hs.478383,55669,BX093438,3,180548174,180593700,1,IMAGE:324844
IMAGE:278906,,,Hs.597221,0,BX113961,chr6,163504818,163505236,+,IMAGE:278906
IMAGE:280236,,ENSG00000139505,Hs.596973,0,N49192,13,24719372,24759704,-1,IMAGE:280236
IMAGE:27459,,ENSG00000212920,Hs.133029,0,BX108931,1,164294696,164295091,-1,IMAGE:27459
IMAGE:788201,UBE2W,ENSG00000104343,Hs.696026,55284,AA453924,8,74865396,74923937,-1,IMAGE:788201
IMAGE:140284,FLJ20323,ENSG00000164654,Hs.520215,54468,R66808,7,7573141,7613628,1,IMAGE:140284
IMAGE:265626,,,Hs.678564,0,BX116853,,,,,IMAGE:265626
IMAGE:823718,CA6,ENSG00000131686,Hs.100322,765,BX282262,1,8928509,8957733,1,IMAGE:823718
IMAGE:950410,FLJ12993,,Hs.507676,441027,AA599064,chr4,83623983,83630417,-,IMAGE:950410
IMAGE:840687,MUC1,ENSG00000185499,Hs.89603,4582,AA486365,1,153424924,153429330,-1,IMAGE:840687
IMAGE:810632,COL6A2,,Hs.420269,1292,CR745128,chr21,46371922,46377189,+,IMAGE:810632
IMAGE:242706,C20orf30,ENSG00000089063,Hs.472024,29058,H93552,20,5028486,5041733,-1,IMAGE:242706
IMAGE:234617,SVIP,ENSG00000198168,Hs.349096,258010,H77727,11,22800176,22807958,-1,IMAGE:234617
IMAGE:295106,UST6,ENSG00000196600,Hs.332119,387601,W01645,11,62687872,62753700,-1,IMAGE:295106
IMAGE:324751,NOTCH3,ENSG00000074181,Hs.8546,4854,AA284113,19,15131445,15172792,-1,IMAGE:324751
IMAGE:505076,PDPN,ENSG00000129277|ENSG00000162493,Hs.468675,10630,AA149854,1,13782839,13817039,1,IMAGE:505076
IMAGE:813673,HDGF,ENSG00000143321,Hs.597384,3068,AA453749,1,154978526,154988779,-1,IMAGE:813673
IMAGE:299664,C14orf147,ENSG00000165389,Hs.269909,171546,W05762,14,33971896,34001219,-1,IMAGE:299664
IMAGE:491565,CITED2,ENSG00000164442,Hs.82071,10370,AA115076,6,139735089,139737478,-1,IMAGE:491565
IMAGE:487373,ATP5G1,ENSG00000159199,Hs.80986,516,AA046489,17,44325147,44328229,1,IMAGE:487373
IMAGE:40908,WIF1,ENSG00000125285,Hs.284122,11197,R55894,13,94160749,94162511,-1,IMAGE:40908
IMAGE:842946,CDC27,ENSG00000004897,Hs.463295,996,AA489324,17,42552625,42621664,-1,IMAGE:842946
IMAGE:731060,MGAT3,ENSG00000137563,Hs.276808,4248,AA421504,8,64090197,64113965,-1,IMAGE:731060
IMAGE:418356,,,Hs.59368,0,W92775,chr3,71086548,71087201,+,IMAGE:418356
IMAGE:843041,,ENSG00000157654,Hs.595524,0,AA488557,9,111442893,111974613,1,IMAGE:843041
IMAGE:244734,,,Hs.597074,0,N54321,chr6,37937813,37938272,-,IMAGE:244734
IMAGE:35265,,, ,, ,,,,,IMAGE:35265
IMAGE:549728,CAPN2,,Hs.350899,824,AA102454,chr1,222011948,222030162,+,IMAGE:549728
IMAGE:786072,MYO1C,ENSG00000197879,Hs.286226,4641,AA448661,17,1314875,1342745,-1,IMAGE:786072
IMAGE:136796,CAPRIN1,ENSG00000135387|ENSG00000151834,Hs.471818,4076,R36448,4,45946341,46086561,-1,IMAGE:136796
IMAGE:250328,ZBED4,ENSG00000100426,Hs.475208,9889,H97646,22,48633533,48668094,1,IMAGE:250328
IMAGE:80338,SELENBP1,ENSG00000143416,Hs.632460,8991,T65810,1,149603405,149611807,-1,IMAGE:80338
IMAGE:453641,FXYD2,ENSG00000137731,Hs.413137,486,AA775899,11,117196000,117204017,-1,IMAGE:453641
IMAGE:725649,NFATC4,ENSG00000100968,Hs.77810,4776,AA394127,14,23907094,23918645,1,IMAGE:725649
IMAGE:781097,RTN3,ENSG00000133318,Hs.473761,10313,AA430035,11,63205498,63283913,1,IMAGE:781097
IMAGE:122178,MAP3K10,ENSG00000130758,Hs.466743,4294,BX093966,19,45389491,45413314,1,IMAGE:122178
IMAGE:139113,GOLPH3,,Hs.408909,64083,R63022,chr5,32160583,32173716,-,IMAGE:139113
IMAGE:292244,G3BP1,ENSG00000145907,Hs.587054,10146,BX094088,5,151131664,151172539,1,IMAGE:292244
IMAGE:428006,FAM120A,ENSG00000138190,Hs.372003,23196,AA001845,10,94584450,94809241,1,IMAGE:428006
IMAGE:809620,CENTD3,ENSG00000120318,Hs.25277,64411,AA458491,5,141013154,141041984,-1,IMAGE:809620
IMAGE:301067,KLHL3,ENSG00000146021,Hs.655084,26249,AI822069,5,136981088,137099448,-1,IMAGE:301067
IMAGE:28823,AP3M2,ENSG00000070718,Hs.654529,10947,R14443,8,42129748,42147858,1,IMAGE:28823
IMAGE:324946,,,Hs.523816,0,BX101021,chr11,65990964,66001384,+,IMAGE:324946
IMAGE:324927,RUSC2,ENSG00000133704,Hs.493796,9853,W49494,12,30673190,30740018,-1,IMAGE:324927
IMAGE:814353,PMAIP1,ENSG00000141682,Hs.96,5366,AA459030,18,55718217,55722517,1,IMAGE:814353
IMAGE:47451,,,Hs.594828,0,H11895,chr13,19561298,19562025,+,IMAGE:47451
IMAGE:594796,SPAST,ENSG00000021574,Hs.468091,6683,AA171421,2,32142184,32236209,1,IMAGE:594796
IMAGE:796239,PDZD8,ENSG00000165650,Hs.501149,118987,AA461023,10,119032598,119124927,-1,IMAGE:796239
IMAGE:357084,,,Hs.512144,0,BX096390,chr6,97443929,97444882,+,IMAGE:357084
IMAGE:359836,C11orf57,ENSG00000150776,Hs.195060,55216,AA010806,11,111450223,111461084,1,IMAGE:359836
IMAGE:248423,,,Hs.47878,0,N54862,chrX,63986887,63987654,-,IMAGE:248423
IMAGE:44156,,,Hs.12473,0,H06156,chr1,4746679,4752037,+,IMAGE:44156
IMAGE:545189,HINT1,ENSG00000169567,Hs.483305,3094,AA076103,5,130522883,130528935,-1,IMAGE:545189
IMAGE:786076,GOLIM4,ENSG00000173905,Hs.143600,27333,AA448760,3,169209925,169296363,-1,IMAGE:786076
IMAGE:136360,ANKDD1A,ENSG00000166839,Hs.207157,348094,BX113743,15,62991154,63038092,1,IMAGE:136360
IMAGE:250678,RBM35A,ENSG00000104413,Hs.487471,54845,H95975,8,95722262,95788868,1,IMAGE:250678
IMAGE:509887,NONO,ENSG00000147140,Hs.533282,4841,AA056465,X,70420165,70437743,1,IMAGE:509887
IMAGE:454333,CD5L,ENSG00000073754,Hs.134035,922,AA677254,1,156067330,156078175,-1,IMAGE:454333
IMAGE:280507,HPRT1,ENSG00000165704,Hs.412707,3251,N47312,X,133421923,133462354,1,IMAGE:280507
IMAGE:292388,TMEM97,ENSG00000109084,Hs.199695,27346,N79230,17,23670248,23679837,1,IMAGE:292388
IMAGE:246620,STRBP,ENSG00000165209,Hs.696159,55342,N53133,9,124927139,125070718,-1,IMAGE:246620
IMAGE:135273,,, ,, ,,,,,IMAGE:135273
IMAGE:292364,SCFD2,ENSG00000184178,Hs.302287,152579,BX096206,4,53434893,53926999,-1,IMAGE:292364
IMAGE:129185,HNRPH1,ENSG00000169045,Hs.604001,3187,R11018,5,178973785,178984276,-1,IMAGE:129185
IMAGE:782547,PRSS23,ENSG00000080503|ENSG00000150687,Hs.25338,11098,AA431796,11,86189139,86199923,1,IMAGE:782547
IMAGE:136351,TMEM54,ENSG00000121900,Hs.534521,113452,R33498,1,33132781,33149272,-1,IMAGE:136351
IMAGE:726779,CNN1,ENSG00000130176,Hs.465929,1264,AA399519,19,11510579,11522138,1,IMAGE:726779
IMAGE:298097,UBE2G2,ENSG00000184787,Hs.529420,7327,W00692,21,45013384,45046166,-1,IMAGE:298097
IMAGE:469229,XPO6,ENSG00000169180,Hs.460468,23214,AA027230,16,28016817,28130691,-1,IMAGE:469229
IMAGE:66599,NAT1,ENSG00000171428,Hs.591847,9,T67129,8,18111895,18125096,1,IMAGE:66599
IMAGE:41192,,,Hs.652399,0,BX094483,,,,,IMAGE:41192
IMAGE:897761,SMARCA5,ENSG00000170920,Hs.589489,8467,AA598468,19,9097688,9098626,-1,IMAGE:897761
IMAGE:595297,SNAPIN,ENSG00000143553,Hs.32018,23557,AA173972,1,151897777,151900929,1,IMAGE:595297
IMAGE:594063,DHX57,ENSG00000163214,Hs.468226,90957,AA169840,2,38878375,38956525,-1,IMAGE:594063
IMAGE:285680,,,Hs.675679,0,N67570,,,,,IMAGE:285680
IMAGE:245883,PAFAH1B1,ENSG00000007168,Hs.77318,5048,BX117570,17,2443686,2535638,1,IMAGE:245883
IMAGE:37814,,, ,, ,,,,,IMAGE:37814
IMAGE:301976,PPP3CC,ENSG00000120910,Hs.655661,5533,N89721,8,22354541,22454580,1,IMAGE:301976
IMAGE:786109,,,Hs.633107,0,BX102058,chr1,117870645,117873013,+,IMAGE:786109
IMAGE:136474,GCC2,ENSG00000135968,Hs.705434,9648,R34331,2,108432063,108492286,1,IMAGE:136474
IMAGE:264747,GTPBP10,ENSG00000105793,Hs.258576,85865,N21015,7,89813926,89854586,1,IMAGE:264747
IMAGE:135338,TAF1B,ENSG00000115750,Hs.654508,9014,BX108728,2,9890887,9991994,1,IMAGE:135338
IMAGE:454459,FBXL14,ENSG00000171823,Hs.367956,144699,AA677322,12,1545421,1573592,-1,IMAGE:454459
IMAGE:1388395,,,Hs.181128,0,AA844141,,,,,IMAGE:1388395
IMAGE:469281,LLGL1,ENSG00000131899,Hs.513983,3996,BX101056,17,18069661,18088914,1,IMAGE:469281
IMAGE:66443,,,Hs.537548,0,BX109727,chr15,30507766,30514649,-,IMAGE:66443
IMAGE:234376,,,Hs.673733,0,N28268,,,,,IMAGE:234376
IMAGE:292654,INTS7,ENSG00000143493,Hs.369285,25896,N62684,1,210181313,210275507,-1,IMAGE:292654
IMAGE:340519,DCTD,ENSG00000129187|ENSG00000158485,Hs.183850,1635,W51951,1,156564364,156567945,-1,IMAGE:340519
IMAGE:809390,TMEM115,ENSG00000126062,Hs.91566,11070,AA456583,3,50367186,50371943,-1,IMAGE:809390
IMAGE:259066,FNDC3B,ENSG00000075420,Hs.159430,64778,N32832,3,173240112,173601181,1,IMAGE:259066
IMAGE:31842,SLC35B1,ENSG00000121073,Hs.154073,10237,R41839,17,45133339,45140527,-1,IMAGE:31842
IMAGE:298685,,,Hs.618940,0,BX105439,chr2,114061270,114061601,+,IMAGE:298685
IMAGE:741795,RALGPS1,ENSG00000072135|ENSG00000136828,Hs.696056,9649,AA402863,9,128716874,129025264,1,IMAGE:741795
IMAGE:200263,APOA1,,Hs.633003,335,R97710,chr22,13712,15105,+,IMAGE:200263
IMAGE:52562,,,Hs.655755,0,H29630,,,,,IMAGE:52562
IMAGE:415211,,,Hs.659943,0,W91942,,,,,IMAGE:415211
IMAGE:283703,,,Hs.659438,0,BX117648,,,,,IMAGE:283703
IMAGE:594585,,, ,, ,,,,,IMAGE:594585
